id:__nLVm_ZwF4
title:How I Lost My LOVE HANDLES And Got RIPPED!
categoryId:17
publishedAt:2016-04-03T17:37:45.000Z
location:10.990537580805299,19.480766118581407
description:►ONLINE COACHING - RamGhumanOnline@gmail.com  FOLLOW ME!  ►Facebook Page - ''Ram Ghuman" ►Instagram - https://instagram.com/ramghuman/ ►SnapChat - ramghuman ►Twitter - https://twitter.com/ramghuman
Author:Gavin James	AuthorChannelId:{value=UCbBF7JynGsa36Wl9ZSCducw}	Comment:I store fat on my love handles and chest	PublishAt:2018-01-26T02:48:31.000Z
Author:Hussein Almunajam	AuthorChannelId:{value=UCIToiO0uZ2eiNV1OR4SPlkw}	Comment:do u use protein (what kind ) do u use pre work out or amino acids and the last Q do u use carnitine. plz let me know asap. thanks	PublishAt:2016-09-11T00:54:50.000Z
Author:stephen ward	AuthorChannelId:{value=UCeHatJOlJI_hfTzzLlMFkvw}	Comment:do u have cheat meals? if so what do u allow yourself?	PublishAt:2016-09-09T18:44:51.000Z
Author:David Westcott	AuthorChannelId:{value=UCR17VJJvZ6oEmfohkbEmIwQ}	Comment:Yo- When did Ali G start fitness training? Respeck	PublishAt:2016-09-08T00:23:07.000Z
Author:Shrey Bhatia	AuthorChannelId:{value=UCXs17-UI0DKtjZHiqNGI_1Q}	Comment:Were you in calorie deficit for 9 months to lose love handles?	PublishAt:2016-08-23T21:01:38.000Z
Author:Guillermo Garza	AuthorChannelId:{value=UCCt3-LO39IKB7hPbDryKpOw}	Comment:how long did u take from began to now.	PublishAt:2016-08-20T17:34:40.000Z
Author:Bert Sansan	AuthorChannelId:{value=UCz07PdHP-PeEGH8a4yx0_gA}	Comment:nice of you to tell about your experience. .giving people like me more reasons to keep on pumping and just to let time take its toll.. 👍💪	PublishAt:2016-08-10T15:06:01.000Z
Author:SeanSolo_	AuthorChannelId:{value=UCOwCgvdYVVBn6bC7dlvRmWw}	Comment:Deadlifts got rid of mine.	PublishAt:2016-08-01T06:14:33.000Z
Author:chasLifestyle Techs	AuthorChannelId:{value=UCR3zj-xayKEFMYdTheVl1Aw}	Comment:hey bud , how long did actually took for your complete transformation ....? how long will take to see the initial results ??	PublishAt:2016-07-23T17:40:49.000Z
Author:Hardeep Singh	AuthorChannelId:{value=UCk85fQ60UNqIClM9vnEx44Q}	Comment:my love loves my love handles 😄😍	PublishAt:2016-07-22T12:01:47.000Z
Author:Mitchell Lister	AuthorChannelId:{value=UCToUGoAXVYgqc4EKq4rrNLQ}	Comment:Good vid	PublishAt:2016-07-01T15:39:05.000Z
Author:SniperNinja-115	AuthorChannelId:{value=UC1NewRPs7-t5Wqnat3LyDHQ}	Comment:tites. XD	PublishAt:2016-06-23T00:49:01.000Z
Author:RomanianTachanka	AuthorChannelId:{value=UCMVkRaozA0lSAuiuJ2RzGaw}	Comment:i hate my fattnes i want to LOSE WEIGH :'(	PublishAt:2016-06-08T19:08:31.000Z
Author:charanjit1974	AuthorChannelId:{value=UCAmX6Kq2wbvRjpiW3-ooVkg}	Comment:thanks for getting back to me.	PublishAt:2016-05-17T17:00:02.000Z
Author:Michael Sebbag	AuthorChannelId:{value=UC61RRpdmQX0Se_ecAh5R2Og}	Comment:What song is this?	PublishAt:2016-05-07T14:17:50.000Z
Author:Aarpit Maheshwari	AuthorChannelId:{value=UCmSlZXXzjghVaQ9eQRSBDzQ}	Comment:What macro ratio is best for last bit of fat loss and how about ketogenic diet!!	PublishAt:2016-04-18T19:21:31.000Z
Author:D S	AuthorChannelId:{value=UCPuKQdECXYXfQGqoB11OcVg}	Comment:I'm sure you can get rid of it by running. I have those every year before soccer practice starts and by the end of 1 week of conditioning (mostly running) it's easily gone. Correct me if I'm wrong.	PublishAt:2016-04-17T18:26:40.000Z
Author:BlackScorpionFitness	AuthorChannelId:{value=UCzHogglvpVT2eFBb5d7C5vA}	Comment:Excellent video, my friend! Straight to the point and very informative! Subbed!  James	PublishAt:2016-04-16T14:00:38.000Z
Author:bob marley	AuthorChannelId:{value=UCfsbGsaW6o_r_x0nQ3W3pmg}	Comment:One thing that blows is the gym. I live in California and every gym is pack to the brim. only around late or very early is it slow and I work early in the mornings. That's really the only shit slowing thing in my life. that and motivation to be surrounded by all kinds of people who take up every machine and weight. I don't like people that much either. fucking workingout at home and I looked at your before and after and almost shed a tear because I'm very slowly getting there by being at home doing what I can.	PublishAt:2016-04-15T01:52:21.000Z
Author:diamondflame45	AuthorChannelId:{value=UChpVD6BQAyFyO2_9vB6dmLA}	Comment:Nice video. How much weight and % BF did you have starting? Ending?	PublishAt:2016-04-14T22:08:43.000Z
Author:Kris Reid	AuthorChannelId:{value=UCkbOhuTYx-79aBCHF7cU2EQ}	Comment:Yes Ram, smashing it as usual!	PublishAt:2016-04-14T18:48:04.000Z
Author:Effret777	AuthorChannelId:{value=UCtsNXuEMzGq2r1kTWt5sKvg}	Comment:In regards to what you mention about sets maybe you could have said superset as well to reduce time in the gym instead of say maybe adding more sets to the bench not that is a bad thing 😀	PublishAt:2016-04-14T13:33:33.000Z
Author:kingdom fungi	AuthorChannelId:{value=UCcyqr7wBG0ZnxIk8pRCS8iQ}	Comment:What the fuck. We grow fat the exact same LMAO. That's why I hate bulking	PublishAt:2016-04-13T08:31:43.000Z
Author:Mister_Greek	AuthorChannelId:{value=UC029UQFowY1X8Q3c2bg1hAA}	Comment:One question: Did you have "fat buttocks" also?  I seem to lose fat from every place in my body but on that area its a LOT slower.....  Great video btw	PublishAt:2016-04-12T09:44:18.000Z
Author:A Money	AuthorChannelId:{value=UCB8JOetimGa0hESRf3nG-Xg}	Comment:Nice video	PublishAt:2016-04-10T13:37:40.000Z
Author:Isaac Khan	AuthorChannelId:{value=UCt6djnDK6ApUa5hu5HBanHQ}	Comment:Ram, did you track macros during your cut? My brother did a similar transformation but for him it took 4 months and he tracked macros. just wondering	PublishAt:2016-04-07T13:47:32.000Z
Author:Pav Singh Reactions	AuthorChannelId:{value=UCquXt6fv5L7CYnd4SjB_Qzg}	Comment:Great info bro good job explaining	PublishAt:2016-04-06T15:52:39.000Z
Author:Moe De Alves	AuthorChannelId:{value=UC_Ybgh9rx9f-uCQ98JcGlmA}	Comment:heey Ram can u please tell me what supplements u took coz am looking forward to doing the same thing u did coz my body is almost similar to yours and with your guide am sure I will reach my goals.	PublishAt:2016-04-06T10:49:53.000Z
Author:Yrrah V	AuthorChannelId:{value=UCT5zib3CD4zJxRzyiuG-9kw}	Comment:So... You're advice is " consistency... " Specifics would help... So maintaining a low calorie maintenance is the key?  - Basically... continue losing weight?   Does low carb help at all?   I suppose its all in moderation as to when you're taking them and how much you're excising.	PublishAt:2016-04-06T09:30:30.000Z
Author:Jamzz	AuthorChannelId:{value=UCEEfy4JeHqTo5zgb5hfFd-w}	Comment:Have you been on a high protein/low carb diet? I usually eat about 150-200g of protein and roughly under 90g of carbs yet I'm struggling to drop my body fat %	PublishAt:2016-04-06T03:08:26.000Z
Author:Daniel San	AuthorChannelId:{value=UCBLR3VSkat1Blu38RT1OW1w}	Comment:I think you've given some of the most genuine advice on this subject than any Youtuber I know. RESPECT!	PublishAt:2016-04-05T21:47:17.000Z
Author:Eric super	AuthorChannelId:{value=UCAucwi6BHXRdqJdqIx6upog}	Comment:Ram i went from 98kg to 82kg and those love H are still there ahh so annoying	PublishAt:2016-04-05T19:41:20.000Z
Author:CyberLion	AuthorChannelId:{value=UCGkGTDE4HWEdPe1Q3_wL1zw}	Comment:u wana know what's better at research than the FBI? jealous wemen. lol	PublishAt:2016-04-05T11:25:23.000Z
Author:Ravi Anand Veludandi	AuthorChannelId:{value=UC2kwyVHmgygbDtEfKQL4zBA}	Comment:yep even im a love handles guy ya man consistency from tomorw! dead lifts here i come!!! PS: hey grow a beard Ram u look amazing man!	PublishAt:2016-04-05T09:01:50.000Z
Author:Zaheer Khan	AuthorChannelId:{value=UC2Pk1aSsWVSNtHFJprnCdhw}	Comment:What weight training exercises are best for fat burning for beginners?	PublishAt:2016-04-04T23:30:16.000Z
Author:Leah Nadeau	AuthorChannelId:{value=UCzY3KYndOVOo4S9T5Ara9ig}	Comment:THIS IS SO TRUE!!! Thank yoouuuuuuuu	PublishAt:2016-04-04T22:01:44.000Z
Author:Ali Zadeh	AuthorChannelId:{value=UC-0BgcE4IIwkMuWrMk835iQ}	Comment:Hey Ram, in your transformation video I've seen you losing 1kg a week, and then at a certain point you started losing like 400-500g a week, did you purposefully slow down your cut or did your body just not burn fat faster, were you afraid of muscle loss? Thanks man! Cheers.	PublishAt:2016-04-04T20:52:24.000Z
Author:MikeyHa	AuthorChannelId:{value=UC0Q1PqkEeSi0WdX9YHQ5L-w}	Comment:I'll give this a go and try to be patient!  Thanks man! Subscribed :)	PublishAt:2016-04-04T15:21:14.000Z
Author:Lord Vader	AuthorChannelId:{value=UC-kmLXzmVyIlqyc4TyfIWJw}	Comment:Did you use Clen? What's your cycle	PublishAt:2016-04-04T14:58:17.000Z
Author:yep	AuthorChannelId:{value=UCKXGQXZa2wZx6jQP_lhSR7A}	Comment:hi. do you have a step by step plan.	PublishAt:2016-04-04T13:23:50.000Z
Author:Dfit	AuthorChannelId:{value=UCkFL5r-TrSEH61qxQ9vCTwg}	Comment:great info bro .. take a look on my channel bro	PublishAt:2016-04-04T12:48:46.000Z
Author:Slim Jim	AuthorChannelId:{value=UCJfosIk-74md59yt5IvE9Tw}	Comment:Titties man, never been fat but just in case I lose control on the biscuits... Sounddddd👌🏻	PublishAt:2016-04-04T12:43:22.000Z
Author:Anurag Reggie	AuthorChannelId:{value=UCnOU45P779fNUt1Yfdlq6lQ}	Comment:In the thumbnail you look shredded af. Do you thinkbit is harder or easier to get ripped at a young age.	PublishAt:2016-04-04T10:13:10.000Z
Author:Robert Archer	AuthorChannelId:{value=UCtzGWCGzlW5C3FAI5-4vTBA}	Comment:another great video Ram, lots of great advice......you obviously practice what your preach......and it certainly shows !	PublishAt:2016-04-04T06:30:14.000Z
Author:JettYung	AuthorChannelId:{value=UCoXibwDcqkzLSqsXxKBA8ww}	Comment:interesting. the last place my fat stays is my fat face	PublishAt:2016-04-04T04:48:18.000Z
Author:Elation Fitness	AuthorChannelId:{value=UCnD5wLN4ucZxBUeqkBIS4lw}	Comment:busting out the myths and all the crap that people believe !! :D preach it brother !!	PublishAt:2016-04-04T04:44:11.000Z
Author:M Butterscotch	AuthorChannelId:{value=UC805B9qgHYm1J8J4dCPMMfg}	Comment:Titties! LoveHandles r also toxin storage deposits! Atleast that is somethin that was heard..........but  can believe it!	PublishAt:2016-04-04T03:16:53.000Z
Author:Todd Steffenhagen	AuthorChannelId:{value=UCLIo1JLIjzX26pyrBpk0TCw}	Comment:my trainer told me I would not gain muscle in a caloric deficit. What do you say about that.	PublishAt:2016-04-04T02:23:44.000Z
Author:Harsh B	AuthorChannelId:{value=UC5KXNouUO96ni0YdWv1Jicw}	Comment:I've lost 20kg but still have a small gut:( just won't go! Is it because I have lack of muscle, what shall I do? I think it's a slightly bloated too	PublishAt:2016-04-03T22:54:15.000Z
Author:Rampart D.	AuthorChannelId:{value=UCYYjwmH_E2zBTFqB2aaCW5w}	Comment:I noticed green tea helps a lot with the stomach area...I genuinely don't know why but I couldn't get rid of mine and I was doing crazy hoop sessions and lifting weights for strength...girlfriend put me on green tea and I noticed a big difference, drank three cups a day straight throughout the day with 1-2 meals	PublishAt:2016-04-03T22:38:07.000Z
Author:Milkha Basra	AuthorChannelId:{value=UCFHpQ0_qHyt-iVh4gJMmkzA}	Comment:bruv sick man	PublishAt:2016-04-03T22:26:22.000Z
Author:Lebron James	AuthorChannelId:{value=UCADfw8NKgum_GjcwQXs77Hw}	Comment:I'm about 90 lbs and I'm 10 1/2 is that bad or good?	PublishAt:2016-04-03T22:13:22.000Z
Author:bouncer786	AuthorChannelId:{value=UCheO-2mPBlLH5amK9sAPDWw}	Comment:Another tip drink green tea every night it will burn off the fat. Love handles gone, no cardio whatsoever.	PublishAt:2016-04-03T21:27:32.000Z
Author:Faybn	AuthorChannelId:{value=UCZ8K9BMB8RYgcszYSS5VOyg}	Comment:Good info	PublishAt:2016-04-03T20:27:46.000Z
Author:Red Rider	AuthorChannelId:{value=UC0Rqc2xXXSNn-UqS1sDQk8g}	Comment:Best way to maintain muscle during your cut? I want to lose body fat percentage but gain size. Should I cut then bulk ? Best advice?	PublishAt:2016-04-03T19:59:35.000Z
Author:Jonatan Soto	AuthorChannelId:{value=UC2QhNMPiKuKkdxJ4xzr8KMA}	Comment:Hey man will you be making a video about increasing leg muscles in order to prevent chicken legs and have a good upperbody-lowerbody shape?	PublishAt:2016-04-03T19:01:21.000Z
Author:kevinjose172	AuthorChannelId:{value=UCrJYD2JcIKJHbf_EB3vn8UA}	Comment:ram you gona bulk soon?	PublishAt:2016-04-03T18:50:01.000Z
Author:9Inchdds	AuthorChannelId:{value=UCdfgVtLx4rvxYBlW3A5G9xg}	Comment:Are you coming to Body Power UK?	PublishAt:2016-04-03T18:45:46.000Z
Author:Louis Luzuka	AuthorChannelId:{value=UCoeE-e-2wbRSvOmHAr5OfeA}	Comment:love it	PublishAt:2016-04-03T18:32:25.000Z
Author:kevinjose172	AuthorChannelId:{value=UCrJYD2JcIKJHbf_EB3vn8UA}	Comment:u never hit a plateu during your transformation?  cause there was one point i had to cut between 900 to 1000 calories	PublishAt:2016-04-03T18:14:04.000Z
Author:Cadinho	AuthorChannelId:{value=UCID4_HYcZQFRmRbcUH6iaQA}	Comment:Fucking hate my love handles	PublishAt:2016-04-03T18:12:56.000Z
Author:Lincoln Beckett-Scott	AuthorChannelId:{value=UCtS8uUwus_c7ydVwxa9QgKg}	Comment:Hey Ram, another good informative video. But, dude, I need to ask, you kinda just stopped replying to my emails and I really need to know something since it would help me later on when I start going gym. What happened? :(	PublishAt:2016-04-03T18:02:54.000Z
Author:theriisktaker	AuthorChannelId:{value=UCFgm1N-HvXAEuR3Wx0PZf-A}	Comment:Your videos just keep getting better :)	PublishAt:2016-04-03T17:44:30.000Z
Author:taher metro	AuthorChannelId:{value=UCCmzfA9U5N_AZUUCcy0nqsA}	Comment:1	PublishAt:2016-04-03T17:42:42.000Z
