id:__nbHKdMPnk
title:Beyoncé’s “Love Drought” Isn’t Actually About Jay Z
categoryId:24
publishedAt:2016-06-15T16:13:14.000Z
location:12.156817515632046,170.6737081888215
description:Songwriter Ingrid Burley explains what really inspired the ‘Lemonade’ track.
Author:Zoey Von	AuthorChannelId:{value=UC0fnlm5ODrmKndvuBprs0DA}	Comment:Love it, love it , love it.... I’m feeling the lyrics	PublishAt:2018-02-18T06:27:36.000Z
Author:De'Quandre manley	AuthorChannelId:{value=UCyQQOjjANceJAtLw87Z49qw}	Comment:can't stop watching	PublishAt:2016-09-23T03:44:28.000Z
Author:TheRetroWoman80	AuthorChannelId:{value=UCQzzImjEjIl808Z2Bamwj_w}	Comment:Just goes to show that all lyrics are not coming directly from the artist and their personal life details. So many music listeners are quick to assume everything must be whatever they think it is.  There are too many collaborators to name (with their own personal issues) who let singers sing their stuff sometimes as a form of therapy and releasing burdens from their souls.	PublishAt:2016-09-12T16:43:04.000Z
Author:Random J - ?J	AuthorChannelId:{value=UCJJIUYRByoSjWU-Y9PAjDEw}	Comment:This is insane.   "Love drought" is one of my favourite songs off of Lemonade. I'd even say it's one of my favourite Beyoncé songs, period.   All the times that I've listened to it, I never once thought that the song wasn't about a relationship with a person.   I think it's amazing how Ingrid took such a specific personal situation and wrote a song about it with lyrics which are so broad metaphorically. Because it seriously sounds like it was written for Beyoncé from the perspective of her trying to make a relationship work.	PublishAt:2016-09-08T22:13:47.000Z
Author:Kytrell Williams	AuthorChannelId:{value=UCFHRnv_8Hj_9_VGqCTIl7mg}	Comment:She is so dope and underrated continued Success to you Ingrid	PublishAt:2016-09-01T01:02:50.000Z
Author:Jacob JacobJacob	AuthorChannelId:{value=UCOm29hvq-joraxrpBYUGdjQ}	Comment:dope af	PublishAt:2016-08-25T12:23:22.000Z
Author:Yung Pac	AuthorChannelId:{value=UC-9R9KXmGT89tnyTqLeu4rg}	Comment:Official song on my channel	PublishAt:2016-08-04T02:44:01.000Z
Author:ali coombs	AuthorChannelId:{value=UCMHqrB4t6GVWxFawWiF5KJg}	Comment:mind blown	PublishAt:2016-08-01T11:27:24.000Z
Author:Katherine R	AuthorChannelId:{value=UC2azEcSeOhe7AdZNWE5NrBQ}	Comment:this doesn't mean that Beyonce didn't take this song an interpret it to her life and make it about jay... just saying.	PublishAt:2016-07-30T21:20:29.000Z
Author:ray hanes	AuthorChannelId:{value=UCIueirws0eF6HAY2pnB9t1Q}	Comment:You know the song connects with you when you stop having sex just to get the name and like it on Pandora. Smh. I had to stop	PublishAt:2016-07-16T00:47:32.000Z
Author:ray hanes	AuthorChannelId:{value=UCIueirws0eF6HAY2pnB9t1Q}	Comment:Who is this lady? Thought she was trolling when she says she wrote it.	PublishAt:2016-07-16T00:44:23.000Z
Author:ichrisfrancis	AuthorChannelId:{value=UCuGbN1FgqRJzK_LC57uxC6Q}	Comment:She wrote the whole song	PublishAt:2016-07-12T20:29:38.000Z
Author:hype anna	AuthorChannelId:{value=UCRTjPUkgh-aTTgmKxRk_X2w}	Comment:lol	PublishAt:2016-07-11T15:28:27.000Z
Author:jayy_xo	AuthorChannelId:{value=UCIShlbWz5GDT6lSAHLXePAQ}	Comment:This lady wrote such a beautiful song off of a bad experience. Thank you for writing my favorite song from LEMONADE. 😊	PublishAt:2016-07-06T05:16:52.000Z
Author:Lyryk Parvati	AuthorChannelId:{value=UC3g5JG_lnJrwczhmkOZnnrg}	Comment:a true lyrical genius.	PublishAt:2016-07-06T04:39:05.000Z
Author:Ciel F	AuthorChannelId:{value=UCdrv36GGPnM6cNtu4Unl9EA}	Comment:This type of power...	PublishAt:2016-07-06T04:34:10.000Z
Author:GW The Loc Star	AuthorChannelId:{value=UC0OsFsD-onY6KtUQkoqwcQA}	Comment:fucking amazing!	PublishAt:2016-07-04T23:33:00.000Z
Author:Isaiah	AuthorChannelId:{value=UCY7t2K09Jzbb3l4coHkN0Fg}	Comment:Y'all better pick up her new album Trill Feels. It's good af.	PublishAt:2016-06-30T21:14:12.000Z
Author:Emme Nicole	AuthorChannelId:{value=UCwBLzUJyy8IsSNeAMfD3L-A}	Comment:Omg - super inspirational.  I remember listening to this song on the way home from a really tough day at work and it made me cry because I attributed the lyrics to my career and trying to make it down a path that I felt was consistently trying to tear me down.    Crazy that I would find this video some weeks later - I feel you Ingrid!	PublishAt:2016-06-29T21:15:27.000Z
Author:Hiro Mashimoto	AuthorChannelId:{value=UCLA7GpFxQXBYfloP_ZQ00kA}	Comment:that was so interesting	PublishAt:2016-06-28T07:08:33.000Z
Author:marseanjames_	AuthorChannelId:{value=UCu8YwOhsxc0BOdyZs5UtCTA}	Comment:I'm happy she did write this. It's an amazing song and she did really good with writing the song! She wrote it one way and Bey took it as a song about Jay-Z	PublishAt:2016-06-27T23:44:15.000Z
Author:justin	AuthorChannelId:{value=UCqxr8R-wJjseYoYdMIRhjNw}	Comment:this is too damn cool	PublishAt:2016-06-25T07:19:30.000Z
Author:moonpie	AuthorChannelId:{value=UCvE6-EaI3vpWnGxdfNdUcKw}	Comment:shes  talented	PublishAt:2016-06-22T04:43:19.000Z
Author:Drew Kashi	AuthorChannelId:{value=UCzqRrzGyTwTexRkJvmbkvBQ}	Comment:True true talent. I admire her.	PublishAt:2016-06-22T04:26:33.000Z
Author:Enna U	AuthorChannelId:{value=UCK-QBRVtEEHUq319f5SaJgw}	Comment:people getting at Bey for not writing are dense, one vocal arrangements count for songwriting and its VERY important, in terms of lyrics, I'm sure her contributions vary from song to song. BUT main point here is that all writers have to do is write, Bey is going working on some of lyrics, the production, the  vocal arrangements, visuals, touring, dancing and much more. don't sit here act like because she's not writing the bulk of her songs, it suddenly invalidates her as an artist. y'all need to get over this lone genius thing, Bey is only human, she does a lot more than artist that do write their music like Adele	PublishAt:2016-06-21T22:41:15.000Z
Author:Enna U	AuthorChannelId:{value=UCK-QBRVtEEHUq319f5SaJgw}	Comment:NO FUCKING WAYYYYYY OMG	PublishAt:2016-06-21T22:28:56.000Z
Author:Gabrielle Muller	AuthorChannelId:{value=UCCdjPWlKhCUe6R5_eujr1Dw}	Comment:i like people are not giving Beyonce credit for her writing tho that's just rude of most people because over the years what i learned is she write and she have co writers to help so don't even try to discredit her on her freaking work	PublishAt:2016-06-21T17:19:41.000Z
Author:Brownie8986	AuthorChannelId:{value=UCWsJRlz8sDNt8q8dMtnQnKg}	Comment:she has an incredible mindset and I appreciate her authenticity and candor! she deserves to know that she makes bitches like Beyoncé hot right now and that it's not the other way around. good for her!	PublishAt:2016-06-21T03:26:26.000Z
Author:Natural Dada	AuthorChannelId:{value=UCnlOFpBSrZ5cbHPnCz8eDYA}	Comment:WOW	PublishAt:2016-06-20T18:34:45.000Z
Author:tacr5	AuthorChannelId:{value=UCFXrFLDUE4aMYvtpyvW9q8w}	Comment:ingrid is intoxicating ....i love this story.	PublishAt:2016-06-20T13:40:35.000Z
Author:CurtisDonDeano	AuthorChannelId:{value=UCBkMAB_jPIgEwTPp7JLqlDA}	Comment:Ingrid is so dope	PublishAt:2016-06-20T08:53:41.000Z
Author:DaRon Bell	AuthorChannelId:{value=UCpbNUdaVOv0rD5ibDQQFegg}	Comment:Thats amazing. Very clever in how it works literally and figuritively for them both. my favorite song.	PublishAt:2016-06-20T05:40:31.000Z
Author:thatraspyshxt	AuthorChannelId:{value=UCnuU12rvbQA9yYjoacDP_EA}	Comment:Ingrid did her thing on this song. Cause that's my favorite song on this album. Hands down.	PublishAt:2016-06-20T00:04:08.000Z
Author:Ragluvvulgar	AuthorChannelId:{value=UC8znekY0BCV5iQTaobawkQA}	Comment:That's crazy cause this is my favorite song	PublishAt:2016-06-19T20:07:59.000Z
Author:David Battle	AuthorChannelId:{value=UCM8lOSQ4O-7CvPGZBrniVnA}	Comment:lol she just lost ALL future jobs with Beyonce!  Bey preforming the song an changed the lyrics to make it her own so that's now something this chick can say if it's NOW about jayz or not! Beyonce choose to buy it for a reason	PublishAt:2016-06-19T14:37:56.000Z
Author:Ri Ri	AuthorChannelId:{value=UCC-svmkzz-CmnyBYIed3NSA}	Comment:Man if only I could have such a mind... this is amazing.	PublishAt:2016-06-19T06:25:34.000Z
Author:S3Entertainment	AuthorChannelId:{value=UCBs0uZMryeljQU8Oq6dVHLg}	Comment:Best song on lemonade.	PublishAt:2016-06-19T04:41:23.000Z
Author:bristay1	AuthorChannelId:{value=UCnhsc2j-YpNWqIrbtHLI1QA}	Comment:I want Ingrid to.know that LoveDrought is my FAVORITE song on the album. Beyonce's visual really brought it to life. But the lyrics take me to a different place . I love hearing these behind the scene stories. She's only going up from here. Peace, love, and more blessings to Ingrid ! 	PublishAt:2016-06-19T03:35:50.000Z
Author:mychanellife1	AuthorChannelId:{value=UCExvwXemrbn27b_hSGph3JA}	Comment:wow much more interesting and powerful that way, and i like it better in a spoken word than the too "perfectly" sung version by beyonce. i love beyonce but sometimes she sings too perfectly, not enough emotion	PublishAt:2016-06-19T03:08:37.000Z
Author:La Peaches	AuthorChannelId:{value=UCcbi8xNFc4j7O6GnqH-A9ZA}	Comment:"Love Drought" is beautiful..  One of my absolute favorites.. Thanks girl!! You're bomb! "You and me can calm a war down" I love that line.. 👌	PublishAt:2016-06-19T00:09:06.000Z
Author:Nickelwindow53	AuthorChannelId:{value=UC8bijSqcf71JB206f_THZtQ}	Comment:wow its crazy how bey gets all this attention and fame and thats the true lady going through lemonade thats the true Bey! Bey is just the pretty wrapping paper. This lady is the beautiful gift inside.	PublishAt:2016-06-18T21:33:23.000Z
Author:Jonathan Starling	AuthorChannelId:{value=UCxLG5isj4n0D5Xfkc6AlMUQ}	Comment:I would love to hear more work  by this artist	PublishAt:2016-06-18T15:46:01.000Z
Author:Daniella	AuthorChannelId:{value=UC2gWYva3TIdsxchMBwzv1fA}	Comment:I love the lyrics ahhhh but lmfao at all the fools commenting shit about Beyoncé like she cares.	PublishAt:2016-06-18T13:50:48.000Z
Author:galemoy	AuthorChannelId:{value=UCwm_pu-zvpBnuMkyE9aGZgw}	Comment:For everyone saying Beyonce didn't write the song, She does her OWN Vocal Arrangements. Don't take my word on it, just ask all of the artists who have worked with her before... Yes, vocal arrangements are CRUCIAL for a song to help make it succeed. Yes, in this industry, arranging vocals on a song gives you a writer's credit. Stay pressed....	PublishAt:2016-06-18T13:48:40.000Z
Author:Jossette Monroe	AuthorChannelId:{value=UCBhMqyrTZc6-YTxbBLUQsGg}	Comment:None of this is surprising. Who thought for one second that Beyonce could write meaningful lyrics when she can barely spell her name...she's the most inarticulate popstar ever! LOL Lemonade is just a marketing stunt to sell records. It's shouldn't take  nearly 100 people to produce one track...Why does she need that much help if she's so great of an artist? it's ridiculous overkill.  Beyonce is a product. She is a good vocalist and performer but there's no greatness there. She's still just a contrived piece of pop fluff...like the rest of her peers. She's no Nina Simone that's for fucking sure. You little bees need to open your minds and stop worshiping these bullshitters...they're all fake and so it their image and music.	PublishAt:2016-06-18T13:04:50.000Z
Author:Twin Born	AuthorChannelId:{value=UCgLWzpdyHWQSiS2C1EmRjEA}	Comment:amazing	PublishAt:2016-06-18T12:08:43.000Z
Author:femi adebayo	AuthorChannelId:{value=UChvRZ3tG_pUnTw6JZPmd7wA}	Comment:LETS acknowledge some great song writers like BABY FACE,The Bee Gees,Sam Cooke,R.Kelly,Curtis Mayfeild,Willie Nelson,Bernie Taupin,David Bowie,Al Green,Dolly Parton,James Brown,PRINCE,Neil Young,Bruce Springsteen,BOB MARLEY,Stevie Wonder,Mick Jagger,Smokey Robinson,Chuck Berry,John Lennon,Paul McCartney	PublishAt:2016-06-18T11:28:38.000Z
Author:nj.joh	AuthorChannelId:{value=UCXT8Nh5mpqeRp3iTunN_ZZA}	Comment:For all the ppl hating on Beyoncé for not writing her songs - Beyoncé is able to take a song that other ppl write and make it into her own, and change it up to suit her. That's why she is credited in the creation of this song, and all her other songs. She doesn't just simply sing tracks that are given to her. She's basically like a director - she uses these songs written by other ppl, and rework them to suit her vision for the project. That's why directors and actors are also considered artists. They use what is given and makes it into their own.	PublishAt:2016-06-18T10:05:07.000Z
Author:mancote	AuthorChannelId:{value=UC8dnmCG-pFAJfFXPYLSTm_A}	Comment:this chic is seriously talented!  I can see she can really write	PublishAt:2016-06-18T08:26:44.000Z
Author:Liah knows best	AuthorChannelId:{value=UCip_ybd41WP-3E7eOZyGnqA}	Comment:👍👍👏👏	PublishAt:2016-06-18T07:19:22.000Z
Author:Sebastian Young	AuthorChannelId:{value=UC4CIJz0J6xVWKbgKy7xYOhw}	Comment:Why are ya'll mad about singers not writing their own songs, but not with actors writing their own scripts?	PublishAt:2016-06-18T05:55:57.000Z
Author:Daniel Viciana	AuthorChannelId:{value=UCEtapilWiCXOSXtRG_50ESA}	Comment:so you're telling me Lemonade a project that involved multiple writers producers etc is NOT about Jay Z?? the album that was released exclusively on Jay Zs service Tidal is not about him?? This is broken news!!	PublishAt:2016-06-18T05:42:39.000Z
Author:eyerus	AuthorChannelId:{value=UCF3jsqTLnzBkxlEOp0M4FDA}	Comment:I wanna hangout with Ingrid and bey I live in H-town 😎😎	PublishAt:2016-06-18T05:32:42.000Z
Author:Madu U	AuthorChannelId:{value=UC_vyL87bG3RgD-3FAmNhikQ}	Comment:This makes me want to listen to lemonade but my tidal free trail is over :(	PublishAt:2016-06-18T01:30:58.000Z
Author:Terrence Allen	AuthorChannelId:{value=UCyxOBmRYqt_UPOUz-zrNVCQ}	Comment:I love lyricists of her caliber. They can tell a story with a melody and emotion. Love Drought happens to be one of my favorite song off Lemonade.	PublishAt:2016-06-18T01:09:14.000Z
Author:Keisha Weisha	AuthorChannelId:{value=UC3jL7gzC7hmxnmmSvGjt08Q}	Comment:dayum she dope	PublishAt:2016-06-17T22:51:35.000Z
Author:audrey rumbidzai	AuthorChannelId:{value=UCaT-3Qcz26oOG8JrpUytKvA}	Comment:Is this a boy?	PublishAt:2016-06-17T19:30:03.000Z
Author:Awsome4649	AuthorChannelId:{value=UCrnzo_bl9TBNXW9iMCNWasg}	Comment:wemon on IG and twitter deleting their Beyonce quotes as we speak	PublishAt:2016-06-17T19:27:10.000Z
Author:The One	AuthorChannelId:{value=UCSdkSIElFmEV1cdyQfAc8mA}	Comment:*Whaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaatt????!!!!!!!*	PublishAt:2016-06-17T12:34:48.000Z
Author:Charmaine Appiah	AuthorChannelId:{value=UCo57G_5e4TAcaDosk_e8fxw}	Comment:love the story	PublishAt:2016-06-17T12:10:22.000Z
Author:ruzzell907	AuthorChannelId:{value=UCx7Frg5WbUSnMMCteeLmqQg}	Comment:What she's saying is so creative and clever, I love it.	PublishAt:2016-06-17T08:40:45.000Z
Author:Musa Rico	AuthorChannelId:{value=UCnCqIuVa1jX9yTRnaXWaHPA}	Comment:One Of Best Interview	PublishAt:2016-06-17T05:22:51.000Z
Author:Eye Ball	AuthorChannelId:{value=UCyXLuOXGRgslrXIGEw2-OPA}	Comment:why the fuck did 28 people dislike this video?	PublishAt:2016-06-17T04:19:35.000Z
Author:Ry Estares	AuthorChannelId:{value=UCkm8P7A2PB50JGAhMEpwJ1Q}	Comment:I will hang out with her and I'll always have my recorder on. I'll be rich after some time.	PublishAt:2016-06-17T03:58:38.000Z
Author:Damn Danno!	AuthorChannelId:{value=UCmP3lELYcaYoDG7LqUONaug}	Comment:She's nasty who cares about this shitty ass music	PublishAt:2016-06-17T01:51:48.000Z
Author:Jamison Sims	AuthorChannelId:{value=UCqymNKNnH9OhhY3QPrhPWKA}	Comment:Im jealous, that shit tough af.	PublishAt:2016-06-17T01:43:46.000Z
Author:Randy Jackson	AuthorChannelId:{value=UCQnVSq3nONgrk4wU8iWMSVw}	Comment:OMG THATS HILARIOUS	PublishAt:2016-06-17T00:30:35.000Z
Author:Valentina Ziino Colanino	AuthorChannelId:{value=UCJRSEpjY0xCuLaImXWgtuyw}	Comment:girllllllllllllll i love your words, those are the best lyrics in Lemonade fo sho <3 your chain of thoughts is as beautiful as your knowledge	PublishAt:2016-06-17T00:02:42.000Z
Author:Angel Rai	AuthorChannelId:{value=UCYYiKyzcDntFtTn9meFYtmw}	Comment:She is an amazing songwriter	PublishAt:2016-06-16T23:40:57.000Z
Author:LΛDYBΞYWESƮ	AuthorChannelId:{value=UCBonczlwTI9xRGh6LTEPQJg}	Comment:one of my FAVORITE SONGS	PublishAt:2016-06-16T23:14:01.000Z
Author:NullPxl	AuthorChannelId:{value=UCwTHyxp8y1vBC3jhPR1STLg}	Comment:Who gives a fuck who it's about.  I swear people care more about celebrities lives more than their own.	PublishAt:2016-06-16T22:35:00.000Z
Author:Super Kitty Show	AuthorChannelId:{value=UCMxTq3IzXiKgBLf1muo8hjw}	Comment:who is beyonce?	PublishAt:2016-06-16T22:26:18.000Z
Author:pegs g	AuthorChannelId:{value=UCN9__xWdqasnDmXVmE1EdVw}	Comment:i've said this ten million times !!!! Beyonce did not write the fucking song so how could it be about Jay -z	PublishAt:2016-06-16T22:15:29.000Z
Author:Cece Christian	AuthorChannelId:{value=UClhfnqCuOjf4xu2OynmuvgA}	Comment:🙌🙌🙌🙌🙌	PublishAt:2016-06-16T20:56:50.000Z
Author:Money H. Blessin'	AuthorChannelId:{value=UCreJCn9DrDhC5yNiaQOYAOw}	Comment:I like the idea of Beyonce	PublishAt:2016-06-16T20:56:04.000Z
Author:Cece Christian	AuthorChannelId:{value=UClhfnqCuOjf4xu2OynmuvgA}	Comment:One of my fav on Lemonade	PublishAt:2016-06-16T20:54:34.000Z
Author:Mynymal	AuthorChannelId:{value=UCpQQ_1V9bR8Np3PfpZLe5Vw}	Comment:So basically beyonce it's a robot dancing and moving her wig on stage and not writing her songs ?	PublishAt:2016-06-16T20:46:22.000Z
Author:ayuka	AuthorChannelId:{value=UC7vlfrAZyPlZZfYVnQrXFiw}	Comment:i ate waffles this morning	PublishAt:2016-06-16T20:12:56.000Z
Author:HelloMyNamelsBanana	AuthorChannelId:{value=UCtZwJQ9ZqhMm2ffzJddiUIg}	Comment:so genius.	PublishAt:2016-06-16T18:43:12.000Z
Author:Green Raver Music	AuthorChannelId:{value=UC2zIHMbggLzm9MXOWg-VJOQ}	Comment:Thats nice and i actually have no problem with that tbh	PublishAt:2016-06-16T16:52:07.000Z
Author:Loren Williams	AuthorChannelId:{value=UCKgPiEI0hD0cjbrDfarAWLQ}	Comment:Thats nice and i actually have no problem with that tbh	PublishAt:2016-06-16T16:32:11.000Z
Author:Eddy6159	AuthorChannelId:{value=UC6ghvmRDF7_cCJ_y7294ZFA}	Comment:This song was pure poetry. It makes it even more accessible since she wrote it in this context as well. I love seeing true artists divulge upon their work - the passion she exudes is pretty inspirational.	PublishAt:2016-06-16T16:28:18.000Z
Author:maya	AuthorChannelId:{value=UCMpIug12_Zd2RxGFomIOWCQ}	Comment:so it is a known fact beyonce did not write songs on her album yet people still take her songs literally as if it's about her life? why? aren't most songs about heartache? this is so stupid..	PublishAt:2016-06-16T16:28:11.000Z
Author:Davina J	AuthorChannelId:{value=UC9sjzBExtxyN_BB8vJbIhCA}	Comment:It said she co wrote this song. Sounds like she wrote the whole thing! Let me guess... Beyonce added an "ooh" to the song and got credit for it	PublishAt:2016-06-16T14:26:42.000Z
Author:Cree Towery	AuthorChannelId:{value=UC2lurYn7xPjPttIK72tAuzA}	Comment:That is unbelievable talent to be able to write something so powerful based on one experience. Really great interview.	PublishAt:2016-06-16T13:43:52.000Z
Author:Deggeh Deggeh	AuthorChannelId:{value=UCQWqwlLw-Xl_R-aihSmyF6Q}	Comment:Ha Ha, I was laughing to myself when all the stupid beyonce fans was talking about how beyonce was betrayrted by Jay-z, the fuckers don't even know that beyonce don't even write her own shit. I really don't know how people idolize people like her as an artiste it makes me sick. A stupid song like 7/11 took 12 people to make, wtf. Its funny when people said she should have won album of the year the time Beck did when he made an entire album almost entirely by himself. Dickheads like kanye will prasie her though (single ladies was written by The dream if im not mistaken).	PublishAt:2016-06-16T13:39:56.000Z
Author:Green Raver Music	AuthorChannelId:{value=UC2zIHMbggLzm9MXOWg-VJOQ}	Comment:ingrid seems like a fun person to get a drink with	PublishAt:2016-06-16T12:22:02.000Z
Author:Zeke Abraham	AuthorChannelId:{value=UCrsgU22nbY9lo455xKnN6Hg}	Comment:ingrid seems like a fun person to get a drink with	PublishAt:2016-06-16T12:01:55.000Z
Author:JessicaWongXO	AuthorChannelId:{value=UCV1TkzptkT6xNpyNyIjT9FQ}	Comment:This song is lit and one of my favs, I love the back story behind it :)	PublishAt:2016-06-16T10:30:53.000Z
Author:Josianne Clarke	AuthorChannelId:{value=UC-nx0GBxc4IYsVicKXaPF8w}	Comment:WoW I knew Beyoncé don't write her own stuff and she takes all the credit all the time. That interview with Sway back in the day I knew she was lying! Congrats and much success to this genius of a woman! Great song writer!	PublishAt:2016-06-16T09:36:56.000Z
Author:kashstory	AuthorChannelId:{value=UC1XC7NUtWW389psBOP4T_zg}	Comment:I was genuinely impressed with the lyrics when I first heard the track. It's really interesting how the lyrics transcend and work with Lemonade's narrative so well even if it was intended to be about something else.  Beyonce sings it wonderfully, but It's nice to put the actual's writers face to the writing.	PublishAt:2016-06-16T08:57:56.000Z
Author:Kia F	AuthorChannelId:{value=UC68wBkcOENy_lkGr8EaHr1w}	Comment:What! That's my favorite song! U go girl!!	PublishAt:2016-06-16T06:56:33.000Z
Author:Lavish Deluna	AuthorChannelId:{value=UCiQ-I2Eurn6XsujTQ5nSCMA}	Comment:This makes me happy to be a subscriber. She's a great storyteller (and a great lyricist, from the sound of it), but I'm also super grateful for the "pop-up video" facts that add context throughout. Thanks for uploading this!	PublishAt:2016-06-16T05:41:18.000Z
Author:ThatOneDANNYboy	AuthorChannelId:{value=UCMg1scOtAVrOB9UqcHjpAxg}	Comment:I personally don't buy this "explanation". It's too much of a reach for me.	PublishAt:2016-06-16T05:23:51.000Z
Author:BERNIE	AuthorChannelId:{value=UCxFSjzaWHxHVrvU-zcdbYaQ}	Comment:Impressive	PublishAt:2016-06-16T04:39:08.000Z
Author:Blair Deveny	AuthorChannelId:{value=UCb0dxOC3HwEOoHNMgkSptvA}	Comment:GREAT video!!!	PublishAt:2016-06-16T03:42:40.000Z
Author:I Love Music	AuthorChannelId:{value=UCUpcEXKFmlqJXcSLfk-ay6A}	Comment:Still the worst song on the album to me😕	PublishAt:2016-06-16T03:35:53.000Z
Author:Jordyn Willis	AuthorChannelId:{value=UCQj6pbQZ7crm2fL8L5GZpLA}	Comment:OMG	PublishAt:2016-06-16T02:52:19.000Z
Author:Hyasmine	AuthorChannelId:{value=UC2dts4mLWah-QUllMgGfUwg}	Comment:wow. she's amazing	PublishAt:2016-06-16T02:49:45.000Z
Author:Lemme C.	AuthorChannelId:{value=UC1A_Y4AG4BfWjTAbuSeU1Xg}	Comment:Beyonce is always stealing songwriting credits. Mad props to Ingrid.	PublishAt:2016-06-16T02:34:38.000Z
Author:kiira0823	AuthorChannelId:{value=UCbN8BWao5_HSrClNJyXEQJg}	Comment:Damn, I respect Ingrid even more- I love hearing stories behind the music	PublishAt:2016-06-16T00:50:05.000Z
Author:Dwalisumuzi Zinhle Dewa	AuthorChannelId:{value=UCWxFrvTy81r9iI27ka0oL8w}	Comment:Wow. My favourite song	PublishAt:2016-06-15T22:49:48.000Z
Author:Flora Abahire	AuthorChannelId:{value=UCHXG4G02XoWSNFHMc_wGs0w}	Comment:See, you never know what a singer is talking about... everyone interpret lyrics like they want. Mindblowing, who'd interpret this as a label diss...Cool stuff. Beyonce's voice was perfect for the song, and it fits so good in the narative of Lemonade. Hats Off.	PublishAt:2016-06-15T22:49:44.000Z
Author:Therese Jackson	AuthorChannelId:{value=UC0E6UwSOEZd1uXyevd8JVzA}	Comment:SO how much is their cut for writing these songs	PublishAt:2016-06-15T22:28:49.000Z
Author:Aaron D	AuthorChannelId:{value=UC0ucVGSNSHdxDddgfmqp1ow}	Comment:This is great song writing! I wish I could do that!	PublishAt:2016-06-15T21:50:53.000Z
Author:Aaron D	AuthorChannelId:{value=UC0ucVGSNSHdxDddgfmqp1ow}	Comment:I love how no one is going to burst into flames livid at Beyonce for having someone write her songs even if it's co-wrote.	PublishAt:2016-06-15T21:49:57.000Z
Author:Aaron D	AuthorChannelId:{value=UC0ucVGSNSHdxDddgfmqp1ow}	Comment:This is dope. Haven't even heard the song but it sounds dope.	PublishAt:2016-06-15T21:49:15.000Z
Author:Ruben Stanišić	AuthorChannelId:{value=UCHigvnBQVICEJ-EGQ71HcxA}	Comment:*Wow*	PublishAt:2016-06-15T21:34:22.000Z
Author:Jada Woodard	AuthorChannelId:{value=UCWETWW1dAQcvO407_sTnglA}	Comment:Obviously it says co wrote	PublishAt:2016-06-15T20:32:29.000Z
Author:akaprince343	AuthorChannelId:{value=UCvpV6JGsCtZeSm3qYrg3uxw}	Comment:This is writing at its best	PublishAt:2016-06-15T20:10:39.000Z
Author:AutisticWhale 2	AuthorChannelId:{value=UC_ujWbN-D5SG_BeK265lSIQ}	Comment:That's some real ass lyrics. Beyoncé lucky to have you.	PublishAt:2016-06-15T20:10:27.000Z
Author:manontopdonn	AuthorChannelId:{value=UCEQOAAJX2iINRuErIBJxw2w}	Comment:How is it even possible to make all those connections in 30 minutes, da fuk	PublishAt:2016-06-15T19:47:39.000Z
Author:Anjanee' Oree	AuthorChannelId:{value=UCB81Tn-WAa-Mvn1C4UaMoxQ}	Comment:Loooove this!	PublishAt:2016-06-15T19:31:27.000Z
Author:ChrispyCremes	AuthorChannelId:{value=UC0f-HVEKKuXAgOLQ4UwfN3A}	Comment:Thats an amazing thought process... She is a great lyricist.	PublishAt:2016-06-15T19:16:57.000Z
Author:Jewls Tagara	AuthorChannelId:{value=UC92Gl_7FL_VQqlKyaUark8Q}	Comment:What rap genius is doing is amazing.	PublishAt:2016-06-15T19:01:06.000Z
Author:jkelus	AuthorChannelId:{value=UCLEn52rQsjIW4EBT_ctAhIA}	Comment:Holy shiiiiiit. Does she make her own music? I'm a fan then lmao.	PublishAt:2016-06-15T18:55:52.000Z
Author:Reshard Watson	AuthorChannelId:{value=UCuMrYN6Kl6MGuw-xmEfm3TA}	Comment:dope	PublishAt:2016-06-15T18:44:33.000Z
Author:Jonatan Nilsson	AuthorChannelId:{value=UCD055UsZHI3K7Yro4AH5VwQ}	Comment:Really interesting how she wrote a song that sorta was about Beyonce, and then Beyonce used it to convey her feeling about Jay Z.	PublishAt:2016-06-15T18:35:00.000Z
Author:KryptoChronicutelite ༼ つ ͡° ͜ʖ ͡° ༽つ	AuthorChannelId:{value=UC6aDG3X5POHdkuzB4LvDRhg}	Comment:I can't take anyone with glasses like those seriously	PublishAt:2016-06-15T17:54:23.000Z
Author:Leroy Jenkins	AuthorChannelId:{value=UC-FIppdip6iKT-qgfQfnY5w}	Comment:This is awesome, keep up the good work.	PublishAt:2016-06-15T17:52:47.000Z
Author:Steve Stevens	AuthorChannelId:{value=UCjoaOqTWETyS8E91HzWZOEw}	Comment:Damn, she is super talented!	PublishAt:2016-06-15T17:45:39.000Z
Author:Đéo Ai Được Yêu Em	AuthorChannelId:{value=UCORpyxE5EBQwVcretxZKoyQ}	Comment:lmfao the fuck?	PublishAt:2016-06-15T17:42:04.000Z
Author:JalStar	AuthorChannelId:{value=UCkLE03719swGkwryJvEXJKw}	Comment:THAT'S CRAAAAZY! MY MINE IS BLOWN!	PublishAt:2016-06-15T17:36:27.000Z
Author:Madu U	AuthorChannelId:{value=UC_vyL87bG3RgD-3FAmNhikQ}	Comment:those are some beautiful lyrics	PublishAt:2016-06-15T17:27:48.000Z
Author:#LONGLIVESTEELO 47	AuthorChannelId:{value=UC-86DNheTALxPBUJLMNqg9g}	Comment:Reply please !	PublishAt:2016-06-15T17:16:18.000Z
